ISBN,Title,Author,Year,Publisher
312853238,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books
688048730,Thinking on paper,V. A Howard,1986,W. Morrow
425161722,Net Force,Tom Clancy,1999,Berkley Publishing Group
385493800,The Testament,John Grisham,1999,Doubleday Books
849916399,The Internet Church,Walter P. Wilson,2000,W Publishing Group
1928791107,The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution,Bruce Fries,2000,Teamcom Books
067175145X,The Way Things Ought to Be,Rush H., III Limbaugh,1992,Pocket Books
440211727,A Time to Kill,JOHN GRISHAM,1992,Dell
877192820,The Truth About Texas: Who Needs to Brag? We'Ve Got the Facts,Anne Dingus,1995,Gulf Publishing Company
380002450,Awakening,Kate Chopin,1982,Avon
793133955,"Wall Street's Picks for 2000: An Insider's Guide to the Year's Best Stocks &amp, Mutual Funds (Wall Street's Picks)",Kirk Kazanjian,1999,Dearborn Financial Publishing
394178017,Poetics of the New American Poetry,Donald Merriam Allen,1974,Grove Press
425134350,Patriot Games,Tom Clancy,1992,Berkley Publishing Group
385479689,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William Maples,1995,Main Street Books
380754851,Moonlighting: 148 Great Ways to Make Money on the Side,Carl Hausman,1991,Harpercollins
380538504,Amanda Miranda,Richard Peck,1981,Harper Mass Market Paperbacks (Mm)
044661162X,Chasing the Dime,Michael Connelly,2003,Warner Books
671742566,Tender Triumph (Sonnet Books),Judith McNaught,1991,Pocket
515122408,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books
440222818,Guilt,John T. Lescroart,1998,Island
451204050,On Secret Service,John Jakes,2001,Signet Book
038533334X,Charming Billy,Alice McDermott,1999,Delta
449131548,All the Days of My Life,Hilary Bailey,1986,Fawcett Books
440120470,The Dinner Party,Howard Fast,1991,Dell Publishing Company
451188209,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),Jessica Fletcher,1996,Signet Book
440130913,Golden Cup,Belva Plain,1987,Dell
449001954,Murder at the Library of Congress (Capital Crimes (Paperback)),Margaret Truman,2001,Fawcett Books
345404777,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books
451185277,Thorns of Truth,Eileen Goudge,1999,Signet Book
440224829,Granny Dan,DANIELLE STEEL,2000,Random House, Inc.
671779338,Border Bride,Arnette Lamb,1993,Pocket
515134368,The Penwyth Curse,Catherine Coulter,2004,Jove Books
380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos
3442098424,Der FÃ?Â¼rst der Finsternis. Roman.,Anne Rice,1992,Goldmann
394578791,A Reporter's Life,WALTER CRONKITE,1996,Knopf
1558505377,Jacob Marley's Christmas Carol,Tom Mula,1995,Adams Media Corp
373245696,Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569),Lois Faye Dyer,2003,Silhouette
743201078,The Secret Lives of Girls: What Good Girls Really Do--Sex Play, Aggression, and Their Guilt,Sharon Lamb,2002,Free Press
068983571X,Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,2000,Aladdin
553256785,SLEEPING MURDER,AGATHA CHRISTIE,1983,Bantam
892967994,The Fractal Murders (Pepper Keane Mysteries),Mark Cohen,2004,Mysterious Press
61064505,Blowtorch Psycho.Com (Bone Chillers, No 18),Sherry Shahan,1997,Harpercollins Juvenile Books
1551668785,Final Stand,Helen Myers,2002,Mira
836230868,Christmas : A Holiday Treasury,Della Rowland,1994,Andrews McMeel Publishing
381999866,Magic House of Numbers.,Irving. Adler,1974,Harpercollins Library
380817144,Lord of the Silent: A Novel of Suspense,Elizabeth Peters,2002,Avon
380752115,Whisper to Me of Love,Shirlee Busbee,1991,Harper Mass Market Paperbacks
553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam
446364762,The Stars Shine Down,Sidney Sheldon,1993,Warner Books
425166619,Toxin,Robin Cook,1999,Berkley Publishing Group
061312975X,This Present Darkness,Frank E. Peretti,1999,Sagebrush Bound
765341972,The Mothman Prophecies,John A. Keel,2002,Tor Books
590514776,Meet the Stars of Buffy the Vampire Slayer,Stefanie Scott,1998,Scholastic
373037430,Rush to the Altar  (Twin Brides),Rebecca Winters,2003,Harlequin
64472779,All-American Girl,Meg Cabot,2003,HarperTrophy
553581279,The Silver Metal Lover,Tanith Lee,1999,Spectra Books
373750013,The Virgin's Secret Marriage   The Brides Of Holly Springs (Harlequin American Romance, No. 997),Cathy Gillen Thacker,2003,Harlequin
393030342,A Christmas Story,Richard Burton,1991,"W W Norton &amp, Co Inc"
553561618,Dark Paradise,TAMI HOAG,1994,Bantam
312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador
425139069,Somebody Help Me,Beverly Hastings,1993,Berkley Publishing Group
450029956,Other worlds: The comical history of the states and empires of the moon and sun (Science fiction master series),Cyrano de Bergerac,1976,New English Library
130139165,Introduction to Fire Prevention (5th Edition),James C. Robertson,2000,Pearson Education
373196741,To Catch A Sheik  (Desert Brides),Teresa Southwick,2003,Silhouette
451524489,The Awakening and Selected Stories of Kate Chopin (Signet Classic),Kate Chopin,1995,Signet Book
140065172,Ordinary People,Judith Guest,1993,Penguin Books
044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell
373123485,On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348),Sandra Field,2003,Harlequin
373123108,Sleeping Partners  (Nine to Five),Helen Brooks,2003,Harlequin
590225170,The Real Mother Goose,Blanche Fisher Wright,1994,Scholastic
399143165,Toxin,Robin Cook,1998,Putnam Pub Group
044132231X,Heathcliff Gone Fishing,George Gately,1985,Diamond Books (NY)
425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group
786889705,Two for Texas,James Lee Burke,2000,Hyperion
312282990,"The Amazing Adventures of Kavalier &amp, Clay",Michael Chabon,2001,Picador
425137945,Greygallows,Barbara Michaels,1993,Berkley Publishing Group
042512892X,Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group
425113892,Someone in the House,Barbara Michaels,1989,Berkley Publishing Group
394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books
449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books
014036336X,The House With a Clock in Its Walls,John Bellairs,1993,Puffin Books
375821813,Hoot (Newbery Honor Book),CARL HIAASEN,2002,Knopf Books for Young Readers
812516826,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1993,Forge Books
345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey
679420118,A Dangerous Place: California's Unsettling Fate (Images of America),Marc Reisner,2003,Pantheon Books
871137380,Black Hawk Down: A Story of Modern War,Mark Bowden,1999,Atlantic Monthly Press
741409690,The Burberry Style,Jonathan Pearce,2002,Infinity Publishing.com
741407213,Heavier Than Air (Balona Books),Jonathan Pearce,2001,Infinity Publishing.com
759612277,A Little Honesty: Trials and Triumphs of a Prince of Balona,Jonathan Pearce,2001,1stBooks Library
741402858,The Balona Klongs,Jonathan Pearce,1999,Buy Books on the web.com
1585007366,Sang Froyd (Balona Books),Jonathan Pearce,1999,1stBooks Library
074141127X,The Chocolate Korndog,Jonathan Pearce,2002,Infinity Publishing (PA)
741403471,One Brick Shy,Jonathan Pearce,2000,Infinity Publishing (PA)
741403781,Spring Break,Jonathan Pearce,2000,Infinity Publishing (PA)
741403056,Focusing the Private Eye,Jonathan Pearce,2000,Infinity Publishing (PA)
741405784,A Cuisine of Leftovers,Jonathan Pearce,2000,Infinity Publishing (PA)
741402912,Finding Dad,Jonathan Pearce,1999,Infinity Publishing (PA)
553568760,Natural Causes,Michael Palmer,1995,Bantam Books
034538184X,Degree of Guilt,Richard North Patterson,1995,Ballantine Books
140620125,Wuthering Heights (Penguin Popular Classics),Emily Bronte,1994,Penguin Books Ltd
140620109,Emma (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
375420827,The Art of Travel,Alain de Botton,2002,Pantheon
671745530,SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1991,Pocket
805062971,Fight Club,Chuck Palahniuk,1999,Owl Books
553211412,Wuthering Heights,Emily Bronte,1983,Bantam
671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner
1573229385,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books
945397410,Outhouses of Alaska,Harry M. Walker,1996,Epicenter Press
385334036,The Smoke Jumper,Nicholas Evans,2001,Delacorte Press
60914653,The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins
345347536,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,Del Rey Books
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics
3473540420,Das Kurze Leben Der Sophie Scholl (Fiction, Poetry and Drama),Vinke,0,Ravensburger Buchverlag Otto Maier GmbH
375507256,Cloud Atlas : A Novel,DAVID MITCHELL,2004,Random House Trade Paperbacks
60529709,Everything Is Illuminated : A Novel,Jonathan Safran Foer,2003,Perennial
876850867,Post Office,Charles Bukowski,1980,Black Sparrow Books
140274154,On the Road (Essential.penguin S.),Jack Kerouac,1998,Penguin Books Ltd
679743464,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),Haruki Murakami,1993,Vintage Books USA
375704027,Norwegian Wood (Vintage International Original),Haruki Murakami,2000,Vintage Books USA
874067391,A Little Princess,Frances Hodgson  Burnett,1996,Pages Publishing Group
590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1995,Point Fantasy
451527038,The Call of the Wild: And Selected Stories (Signet Classics (Paperback)),Jack London,1998,Signet Classics
1590520777,A Life God Rewards for Teens (The Breakthrough Series),Bruce Wilkinson,2002,Multnomah
590484672,Calling on Dragons (Read with Me Paperbacks),Patricia C. Wrede,1994,Point Fantasy
975311255,A Temporary New Wife,Malcolm Goodway,2004,AuthorsOmniscient Publishers
743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
553586122,Reap the Wind,Iris Johansen,2002,Bantam Books
553584510,The Survivors Club,LISA GARDNER,2003,Bantam
345341201,Sins of Omission,FERN MICHAELS,1989,Ivy Books
1551662744,White Lies,Linda Howard,1997,Mira
440175623,Random Winds,Belva Plain,1987,Dell
440216842,The Carousel,Belva Plain,1998,Dell
345443284,While I Was Gone,Sue Miller,1999,Ballantine Books
553285653,Grass,Sheri S. Tepper,1990,Spectra Books
394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers
60972777,This Boy's Life: A Memoir,Tobias Wolff,1989,Perennial
64401472,Zlateh the Goat and Other Stories,Isaac Bashevis Singer,1984,HarperCollins Publishers
156001942,Winter's Tale,Mark Helprin,1995,Harvest Books
055326382X,The Dancing Wu Li Masters: An Overview of the New Physics,Gary Zukav,1994,Bantam Books
345418018,The World According to Garp (Ballantine Reader's Circle),John Irving,1997,Ballantine Books
684801469,Farewell To Arms,Ernest Hemingway,1995,Scribner
393961192,The American Constitution: Its Origins and Development, Seventh Edition, Volume II,Alfred H. Kelly,1991,"W. W. Norton &amp, Company"
9997522052,Collected Works of Emile Zola,Emile Zola,2001,"Chatto &amp, Windus"
872203492,Plato Complete Works,Plato,1997,Hackett Publishing Company
312420145,The Twenty-Seventh City : A Novel (Bestselling Backlist),Jonathan Franzen,2001,Picador
911104542,Cat (kat), n,B Kliban,1975,Workman Pub. Co
375401318,Breaking Clean,JUDY BLUNT,2002,Knopf
140253602,Felicia's Journey,William Trevor,1996,Penguin Books
671789422,Possessing the Secret of Joy,Alice Walker,1993,Pocket
1566193966,History of Croatia,Stephen Gazi,0,Barnes Noble Books
014016930X,Angle of Repose (Contemporary American Fiction),Wallace Stegner,1992,Penguin Books
140077022,White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books
679732764,Invisible Man,Ralph Ellison,1995,Vintage Books USA
553273604,Of Love and Shadows,Isabel Allende,1988,Bantam Books
553273914,The House of the Spirits,Isabel Allende,1986,Bantam Books
60256672,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins
039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
1859671500,Glorious Country: Food Crafts Decorating,Liz Trigg,1995,Natl Book Network
810935627,Loving,Charles Sullivan,1992,Harry N Abrams
60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
553268449,JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam
684844729,STONES FROM THE RIVER,Ursula Hegi,1997,"Simon &amp, Schuster"
395051649,Clarissa (abridged),Samuel Richardson,1962,Houghton Mifflin Company
375705228,Italian Fever: A Novel,Valerie Martin,2000,Vintage Books USA
038001503X,One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books
835607860,The Illustrated Encyclopedia of Buddhist Wisdom,Gill Farrer-Halls,2000,Quest Books
158574218X,Common Phrases: And Where They Come From,John Mordock,2001,The Lyons Press
806996021,"Notions And Potions: A Safe, Practical Guide To Creating Magic &amp, Miracles",Susan Bowes,1997,Sterling Publishing
440215625,Dragonfly in Amber,DIANA GABALDON,1993,Dell
316777730,Naked,David Sedaris,1998,Back Bay Books
375501851,White Teeth,Zadie Smith,2000,Random House
877733759,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
805019367,K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.),Sue Grafton,1994,"Henry Holt &amp, Company"
140070206,Ironweed,William J. Kennedy,1989,Penguin Books
140236589,Swimming in the Volcano: A Novel,Bob Shacochis,1994,Penguin Books
140042393,The Grapes of Wrath,John Steinbeck,1976,Penguin USA
1590520653,The Grace and Truth Paradox: Responding with Christlike Balance,Randy Alcorn,2003,Multnomah
1590521994,The Best Thing I Ever Did for My Marriage : 50 Real Life Stories,Nancy Cobb,2003,Multnomah
3446202218,Kreutzersonate. Eine Liebesgeschichte,Margriet de Moor,2002,Hanser
3499134446,Tollivers Reisen. Stadtgeschichten IV.,Armistead Maupin,1995,Rowohlt Tb.
067142517X,HOW TO WIN FRIENDS, REVISED,Dale Carnegie,1981,"Simon &amp, Schuster"
671726889,CUCKOO'S EGG,Clifford Stoll,1990,Pocket
446601241,Kiss the Girls,James Patterson,1995,Warner Books
451124340,Different Seasons,Stephen King,1983,Penguin Putnam~mass
345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books
446604801,"Jack &amp, Jill (Alex Cross Novels)",James Patterson,1997,Warner Books
345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,Ballantine Books
679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
440414717,My Life in Dog Years,Gary Paulsen,1999,Yearling Books
689715625,Black Gold,Marguerite Henry,1992,Aladdin
812539389,Red Unicorn (Tor Fantasy),Tanith Lee,1998,Tor Books
152013369,The Silent Storm: Scholastic Edition,Sherry Garland,1996,Harcourt
425124819,Black Rainbow,Barbara Michaels,1994,Berkley Publishing Group
345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books
1558747346,Teen Love:  On Relationships, A Book for Teenagers,Kimberly Kirberger,1999,Health Communications
373250177,On The Verge (Red Dress Ink (Paperback)),Ariella Papa,2002,Red Dress Ink
763615382,Chaser: A Novel in E-Mails,Michael J. Rosen,2002,Candlewick Press (MA)
965975401,Cool Women,Dawn Chipman,1997,Girl Press
141001771,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson,2001,Penguin Books
068930935X,A STRING OF CHANCES (String of Chances Nrf),Phyllis Reynolds Naylor,1982,Atheneum
451523369,Frankenstein Or, the Modern Prometheus,Mary Wollstonecraft Shelley,1994,Signet Book
786884622,World of Pies : A Novel,Karen Stolz,2001,Hyperion
449005569,Love: A User's Guide,CLARE NAYLOR,1999,Ballantine Books
671027344,The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV
8885989632,Patapim e patapam (Le formiche),Antonio Albanese,1994,"Baldini&amp,Castoldi"
786927089,Dragons of Summer Flame,Margaret Weis,2002,Wizards of the Coast
684831058,DANCING AT THE RASCAL FAIR,Ivan Doig,1996,Scribner
006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins
684819066,A Beautiful Mind : A Biography of John Forbes Nash, Jr.,Sylvia Nasar,1998,"Simon &amp, Schuster"
375420673,The Bridegroom: Stories (Great Reads),Ha Jin,2000,Pantheon Books
140368558,Kiss the Dust,Elizabeth Laird,1994,Puffin Books
395353416,Slippage: Previously Poised, Previously Uncollected Stories,Harlan Ellison,1997,Houghton Mifflin
66211611,Portrait in Sepia,Isabel Allende,2001,HarperCollins Publishers
312254164,The Pilgrimage Road to Santiago : The Complete Cultural Handbook,David M. Gitlitz,2000,St. Martin's Griffin
3453147243,Der Magier. Der Erbe der Nacht.,Wolfgang Hohlbein,1999,Heyne
3746611229,Der fremde Freund. (Drachenblut).,Christoph Hein,1982,Aufbau Tb
3492229336,Die Meute der Erben.,Gaby Hauptmann,1999,Piper
3453177800,Ein Mann fÃ?Â¼r jede Gelegenheit.,Carolyn See,2001,Heyne
3423009152,Der Geteilte Himmel,Christa Wolf,0,Deutscher Taschenbuch Verlag
3596133319,Helden wie wir.,Thomas Brussig,1998,Fischer (Tb.), Frankfurt
3822813397,Schamanismus. Reisen der Seele. Magische KrÃ?Â¤fte. Ekstase und Heilung.,Piers Vitebsky,2001,Taschen Verlag
3426871874,Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.,Christopher Weidner,2003,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp, Co."
3453171977,Das Meer und kleine Fische.,Terry Pratchett,2000,Heyne
3423620005,Sofies Welt. Roman Ã?Â¼ber die Geschichte der Philosophie.,Jostein Gaarder,1999,Dtv
034537522X,The Book of Lost Tales 2 (The History of Middle-Earth - Volume 2),J.R.R. TOLKIEN,1992,Del Rey
345375211,The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),J. R. R. Tolkien,1992,Del Rey Books
034545829X,Waking Up Screaming: Haunting Tales of Terror,H. P. Lovecraft,2003,Del Rey Books
140042520,Dharma Bums,Jack Kerouac,1991,Penguin Books
380789035,American Gods,Neil Gaiman,2002,HarperTorch
